image path,green_players alive,green_ability_count,green_ult_points,green_ults,red_players_alive,red_ability_count,red_ult_points,red_ults,green_win
output/screenshots\1718765035.4251413.png,3,7,9,0,3,7,9,0,0
output/screenshots\1718765036.065422.png,3,7,9,0,3,7,9,0,0
output/screenshots\1718765036.7152247.png,3,7,9,0,3,7,9,0,0
output/screenshots\1718765037.3713925.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765038.0211928.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765038.7360632.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765039.4353938.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765040.1483493.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765040.8245995.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765041.4815934.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765042.1469748.png,2,4,9,0,2,4,9,0,0
output/screenshots\1718765042.8153803.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765043.4892974.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765044.2023993.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765044.87845.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765045.5554607.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765046.1868896.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765046.8248944.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765047.511036.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765048.1819105.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765048.8372014.png,1,4,5,0,1,4,5,0,0
output/screenshots\1718765049.5368671.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765050.1930459.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765050.8635345.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765051.5245945.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765052.2082489.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765052.9038575.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765053.5936928.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765054.3080432.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765054.9656894.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765055.6509507.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765056.3155298.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765057.0042238.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765057.7086859.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765058.410278.png,1,3,5,0,1,3,5,0,0
output/screenshots\1718765059.0717618.png,1,3,6,0,1,3,6,0,0
output/screenshots\1718765059.7475271.png,1,3,6,0,1,3,6,0,0
output/screenshots\1718765060.4161391.png,1,3,6,0,1,3,6,0,0
output/screenshots\1718765061.0872347.png,1,3,6,0,1,3,6,0,0
output/screenshots\1718765061.750012.png,1,3,6,0,1,3,6,0,0
output/screenshots\1718765062.4237924.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765063.1108313.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765089.282917.png,5,15,25,0,5,15,25,0,0
output/screenshots\1718765089.929513.png,5,15,25,0,5,15,25,0,0
output/screenshots\1718765090.5377228.png,5,15,25,0,5,15,25,0,0
output/screenshots\1718765091.1947834.png,5,15,25,0,5,15,25,0,0
output/screenshots\1718765091.9378285.png,5,14,25,0,5,14,25,0,0
output/screenshots\1718765092.6142747.png,5,14,25,0,5,14,25,0,0
output/screenshots\1718765093.2778506.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765093.9620864.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765094.6296651.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765095.3082166.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765095.9478242.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765096.6249373.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765097.3908463.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765098.1166675.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765098.8246212.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765099.5723972.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765100.2867446.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765100.9784138.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765101.6532373.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765102.3043883.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765102.9717586.png,5,13,25,0,5,13,25,0,0
output/screenshots\1718765103.6423006.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765104.272325.png,5,12,25,0,5,12,25,0,0
output/screenshots\1718765104.9766493.png,5,9,25,0,5,9,25,0,0
output/screenshots\1718765105.683309.png,5,6,20,0,5,6,20,0,0
output/screenshots\1718765106.3519785.png,5,8,24,0,5,8,24,0,0
output/screenshots\1718765107.025281.png,5,8,19,1,5,8,19,1,0
output/screenshots\1718765107.6867902.png,5,8,19,1,5,8,19,1,0
output/screenshots\1718765108.346944.png,6,8,19,1,6,8,19,1,0
output/screenshots\1718765109.0208852.png,5,7,19,1,5,7,19,1,0
output/screenshots\1718765109.6695623.png,5,6,19,1,5,6,19,1,0
output/screenshots\1718765110.3335528.png,5,5,19,1,5,5,19,1,0
output/screenshots\1718765110.998526.png,5,5,19,1,5,5,19,1,0
output/screenshots\1718765111.6820097.png,4,5,14,1,4,5,14,1,0
output/screenshots\1718765112.3668044.png,4,6,8,2,4,6,8,2,0
output/screenshots\1718765113.0524223.png,4,5,8,1,4,5,8,1,0
output/screenshots\1718765113.7208304.png,4,5,8,2,4,5,8,2,0
output/screenshots\1718765114.381374.png,4,4,8,1,4,4,8,1,0
output/screenshots\1718765115.0670307.png,3,4,7,2,3,4,7,2,0
output/screenshots\1718765115.7270224.png,3,2,7,2,3,2,7,2,0
output/screenshots\1718765116.3967183.png,3,2,7,2,3,2,7,2,0
output/screenshots\1718765117.0732265.png,3,2,7,2,3,2,7,2,0
output/screenshots\1718765117.7602606.png,3,2,7,2,3,2,7,2,0
output/screenshots\1718765118.4809947.png,2,2,7,1,2,2,7,1,0
output/screenshots\1718765119.282839.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765120.0211875.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765120.7250614.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765121.3904195.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765122.0569048.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765122.7111163.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765123.3590522.png,2,2,7,0,2,2,7,0,0
output/screenshots\1718765124.0074508.png,2,2,0,1,2,2,0,1,0
output/screenshots\1718765124.6654527.png,2,2,0,1,2,2,0,1,0
output/screenshots\1718765125.3419225.png,2,2,0,1,2,2,0,1,0
output/screenshots\1718765126.028128.png,2,1,0,1,2,1,0,1,0
output/screenshots\1718765126.7209675.png,2,1,0,1,2,1,0,1,0
output/screenshots\1718765127.398751.png,2,1,0,1,2,1,0,1,0
output/screenshots\1718765128.0824401.png,2,1,0,0,2,1,0,0,0
output/screenshots\1718765128.7582307.png,2,1,0,0,2,1,0,0,0
output/screenshots\1718765129.4300654.png,1,1,0,0,1,1,0,0,0
output/screenshots\1718765130.1179748.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765130.8199875.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765131.4841864.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765155.8525574.png,5,14,10,1,5,14,10,1,0
output/screenshots\1718765156.4717746.png,5,14,10,1,5,14,10,1,0
output/screenshots\1718765157.0930634.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765157.7608767.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765158.4387195.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765159.1252081.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765159.8173587.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765160.506506.png,5,14,10,1,5,14,10,1,0
output/screenshots\1718765161.152934.png,5,14,10,1,5,14,10,1,0
output/screenshots\1718765161.8426745.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765162.5142477.png,5,13,10,1,5,13,10,1,0
output/screenshots\1718765163.1856585.png,5,10,10,1,5,10,10,1,0
output/screenshots\1718765163.8694403.png,5,8,10,1,5,8,10,1,0
output/screenshots\1718765164.5690794.png,6,3,6,1,6,3,6,1,0
output/screenshots\1718765165.2770855.png,5,10,10,1,5,10,10,1,0
output/screenshots\1718765165.9277215.png,4,8,7,1,4,8,7,1,0
output/screenshots\1718765166.6158614.png,4,7,8,0,4,7,8,0,0
output/screenshots\1718765167.2514334.png,4,9,9,0,4,9,9,0,0
output/screenshots\1718765167.9392183.png,4,9,9,0,4,9,9,0,0
output/screenshots\1718765168.5976284.png,4,8,9,0,4,8,9,0,0
output/screenshots\1718765169.2609017.png,4,8,9,0,4,8,9,0,0
output/screenshots\1718765169.9190402.png,4,8,9,0,4,8,9,0,0
output/screenshots\1718765170.6277618.png,4,8,10,0,4,8,10,0,0
output/screenshots\1718765171.2708595.png,4,8,10,0,4,8,10,0,0
output/screenshots\1718765171.9239595.png,4,9,10,0,4,9,10,0,0
output/screenshots\1718765172.6715205.png,18,8,10,0,18,8,10,0,0
output/screenshots\1718765173.4028127.png,4,8,10,0,4,8,10,0,0
output/screenshots\1718765174.121874.png,3,5,11,0,3,5,11,0,0
output/screenshots\1718765174.8305624.png,3,6,11,0,3,6,11,0,0
output/screenshots\1718765175.5340538.png,3,6,11,0,3,6,11,0,0
output/screenshots\1718765176.2239878.png,3,6,11,0,3,6,11,0,0
output/screenshots\1718765176.9038284.png,3,5,11,0,3,5,11,0,0
output/screenshots\1718765177.5707254.png,3,5,11,0,3,5,11,0,0
output/screenshots\1718765178.2484608.png,3,5,11,0,3,5,11,0,0
output/screenshots\1718765178.9266965.png,3,6,11,0,3,6,11,0,0
output/screenshots\1718765179.6009722.png,3,5,12,0,3,5,12,0,0
output/screenshots\1718765180.264892.png,3,6,12,0,3,6,12,0,0
output/screenshots\1718765180.9374888.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765181.6038759.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765182.2948046.png,3,5,12,0,3,5,12,0,0
output/screenshots\1718765182.95444.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765183.616829.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765184.2897768.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765184.960738.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765185.624024.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765186.2950106.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765186.9595954.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765187.6451163.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765188.296414.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765188.960671.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765189.6402647.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765190.3021939.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765190.962828.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765191.619675.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765192.2908254.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765192.9966037.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765193.67164.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765194.4779894.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765195.2431395.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765195.983394.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765196.7643507.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765197.5280228.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765198.2675214.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765198.9765308.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765199.6565673.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765200.3641894.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765201.0684881.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765201.753281.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765202.4394786.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765203.122061.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765203.8052764.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765204.4983466.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765205.172009.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765205.8263116.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765206.5063128.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765207.1999822.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765207.8864958.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765208.5465164.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765209.2485912.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765210.0129654.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765210.8094141.png,3,2,12,0,3,2,12,0,0
output/screenshots\1718765211.6151805.png,3,4,12,0,3,4,12,0,0
output/screenshots\1718765212.3561897.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765213.0944662.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765213.8071437.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765214.4739945.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765215.129223.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765215.8121083.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765216.493998.png,3,3,11,0,3,3,11,0,0
output/screenshots\1718765217.187762.png,3,2,12,0,3,2,12,0,0
output/screenshots\1718765217.8843293.png,3,3,12,0,3,3,12,0,0
output/screenshots\1718765218.5994356.png,3,2,12,0,3,2,12,0,0
output/screenshots\1718765219.2780268.png,2,2,5,0,2,2,5,0,0
output/screenshots\1718765219.9738755.png,2,2,6,0,2,2,6,0,0
output/screenshots\1718765220.661037.png,2,2,6,0,2,2,6,0,0
output/screenshots\1718765221.3489604.png,2,2,6,0,2,2,6,0,0
output/screenshots\1718765222.0361526.png,2,2,6,0,2,2,6,0,0
output/screenshots\1718765222.725562.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765223.4001765.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765224.0685067.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765224.7487714.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765225.4326034.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765226.091949.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765226.7776923.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765227.4631462.png,1,0,3,0,1,0,3,0,0
output/screenshots\1718765228.1496053.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765228.8417368.png,0,1,0,0,0,1,0,0,0
output/screenshots\1718765229.5216613.png,0,0,0,0,0,0,0,0,0
output/screenshots\1718765247.449432.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765248.0825562.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765248.6969564.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765249.3629978.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765250.0421638.png,5,16,19,0,5,16,19,0,1
output/screenshots\1718765250.696359.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765251.3550503.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765252.0106542.png,5,15,19,0,5,15,19,0,1
output/screenshots\1718765252.6754572.png,5,16,19,0,5,16,19,0,1
output/screenshots\1718765253.3448932.png,5,16,19,0,4,16,19,0,1
output/screenshots\1718765254.0065587.png,5,15,20,0,4,15,20,0,1
output/screenshots\1718765254.681836.png,5,15,20,0,4,15,20,0,1
output/screenshots\1718765255.420224.png,5,14,20,0,4,14,20,0,1
output/screenshots\1718765256.1590784.png,5,15,20,0,4,15,20,0,1
output/screenshots\1718765256.816688.png,5,14,20,0,4,14,20,0,1
output/screenshots\1718765257.4647255.png,5,14,20,0,4,14,20,0,1
output/screenshots\1718765258.106122.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765258.7728477.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765259.4532804.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765260.1327648.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765260.821064.png,5,14,20,0,4,14,20,0,1
output/screenshots\1718765261.4964147.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765262.1579134.png,5,13,20,0,5,13,20,0,1
output/screenshots\1718765262.8236225.png,5,13,20,0,5,13,20,0,1
output/screenshots\1718765263.5103064.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765264.1834846.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765264.857168.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765265.5268176.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765266.192736.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765266.8836124.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765267.6362143.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765268.3823986.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765269.112046.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765269.8900104.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765270.6569362.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765271.4161682.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765272.126968.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765272.8102813.png,5,14,20,0,4,14,20,0,1
output/screenshots\1718765273.491879.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765274.1506305.png,5,12,20,0,4,12,20,0,1
output/screenshots\1718765274.8218892.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765275.488003.png,5,12,20,0,4,12,20,0,1
output/screenshots\1718765276.1573582.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765276.8170705.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765277.4863975.png,5,13,20,0,4,13,20,0,1
output/screenshots\1718765278.1619565.png,5,13,21,0,3,13,21,0,1
output/screenshots\1718765278.8670843.png,5,13,21,0,3,13,21,0,1
output/screenshots\1718765279.5323718.png,5,13,21,0,3,13,21,0,1
output/screenshots\1718765280.1959295.png,5,12,21,0,3,12,21,0,1
output/screenshots\1718765280.8626275.png,5,12,21,0,3,12,21,0,1
output/screenshots\1718765281.5170085.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765282.175228.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765282.865319.png,5,11,21,0,5,11,21,0,1
output/screenshots\1718765283.5363135.png,5,11,21,0,7,11,21,0,1
output/screenshots\1718765284.2163303.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765284.8914592.png,5,11,21,0,4,11,21,0,1
output/screenshots\1718765285.5927231.png,5,11,21,0,4,11,21,0,1
output/screenshots\1718765286.2963352.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765286.9769897.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765287.6492288.png,5,11,21,0,4,11,21,0,1
output/screenshots\1718765288.3219323.png,5,12,21,0,3,12,21,0,1
output/screenshots\1718765288.976851.png,5,11,21,0,4,11,21,0,1
output/screenshots\1718765289.6313274.png,5,11,21,0,6,11,21,0,1
output/screenshots\1718765290.2960744.png,5,11,21,0,4,11,21,0,1
output/screenshots\1718765290.9447813.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765291.6212308.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765292.3064597.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765293.0210052.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765293.753555.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765294.4849567.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765295.2224731.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765295.924574.png,5,11,21,0,3,11,21,0,1
output/screenshots\1718765296.586226.png,4,10,17,0,2,10,17,0,1
output/screenshots\1718765297.2535856.png,4,8,19,0,1,8,19,0,1
output/screenshots\1718765297.9525099.png,4,7,19,0,1,7,19,0,1
output/screenshots\1718765298.6266227.png,4,8,19,0,1,8,19,0,1
output/screenshots\1718765299.3162823.png,4,7,20,0,0,7,20,0,1
output/screenshots\1718765299.9741404.png,4,7,20,0,0,7,20,0,1
output/screenshots\1718765309.1898956.png,5,16,25,0,5,16,25,0,1
output/screenshots\1718765309.8751104.png,5,16,25,0,5,16,25,0,1
output/screenshots\1718765310.5284941.png,5,17,25,0,5,17,25,0,1
output/screenshots\1718765311.2668445.png,5,16,25,0,5,16,25,0,1
output/screenshots\1718765311.9958315.png,5,15,25,0,6,15,25,0,1
output/screenshots\1718765312.6958625.png,5,15,25,0,5,15,25,0,1
output/screenshots\1718765313.3592844.png,5,16,25,0,5,16,25,0,1
output/screenshots\1718765314.0595303.png,5,15,25,0,5,15,25,0,1
output/screenshots\1718765314.7506733.png,5,15,25,0,5,15,25,0,1
output/screenshots\1718765315.460626.png,5,16,25,0,5,16,25,0,1
output/screenshots\1718765316.1622658.png,5,16,25,0,5,16,25,0,1
output/screenshots\1718765316.8511136.png,5,16,25,0,6,16,25,0,1
output/screenshots\1718765317.5281203.png,5,14,25,0,5,14,25,0,1
output/screenshots\1718765318.189194.png,5,15,25,0,5,15,25,0,1
output/screenshots\1718765318.8434896.png,5,14,25,0,5,14,25,0,1
output/screenshots\1718765319.5161505.png,5,15,25,0,5,15,25,0,1
output/screenshots\1718765320.1812706.png,5,15,25,0,5,15,25,0,1
output/screenshots\1718765320.8527257.png,5,14,25,0,5,14,25,0,1
output/screenshots\1718765321.503453.png,5,13,25,0,5,13,25,0,1
output/screenshots\1718765322.1662629.png,5,13,25,0,6,13,25,0,1
output/screenshots\1718765322.835721.png,5,13,25,0,5,13,25,0,1
output/screenshots\1718765323.4970732.png,5,12,25,0,6,12,25,0,1
output/screenshots\1718765324.1570163.png,5,12,25,0,6,12,25,0,1
output/screenshots\1718765324.838256.png,5,13,25,0,5,13,25,0,1
output/screenshots\1718765325.494569.png,5,13,25,0,5,13,25,0,1
output/screenshots\1718765326.176268.png,5,13,25,0,5,13,25,0,1
output/screenshots\1718765326.846118.png,5,13,25,0,5,13,25,0,1
output/screenshots\1718765327.528203.png,5,11,25,0,5,11,25,0,1
output/screenshots\1718765328.1916451.png,5,10,25,0,5,10,25,0,1
output/screenshots\1718765328.8725839.png,5,10,25,0,6,10,25,0,1
output/screenshots\1718765329.5322587.png,5,10,25,0,5,10,25,0,1
output/screenshots\1718765330.194931.png,5,10,25,0,5,10,25,0,1
output/screenshots\1718765330.8840246.png,5,10,25,0,6,10,25,0,1
output/screenshots\1718765331.5715764.png,5,10,25,0,4,10,25,0,1
output/screenshots\1718765332.2428532.png,4,10,24,0,4,10,24,0,1
output/screenshots\1718765332.8933132.png,4,11,24,0,4,11,24,0,1
output/screenshots\1718765333.5600917.png,4,9,24,0,4,9,24,0,1
output/screenshots\1718765334.21001.png,4,9,24,0,4,9,24,0,1
output/screenshots\1718765334.8723388.png,4,9,24,0,4,9,24,0,1
output/screenshots\1718765335.549529.png,4,9,24,0,6,9,24,0,1
output/screenshots\1718765336.2181394.png,4,9,24,0,10,9,24,0,1
output/screenshots\1718765336.9248934.png,4,9,24,0,7,9,24,0,1
output/screenshots\1718765337.6045706.png,4,9,24,0,8,9,24,0,1
output/screenshots\1718765338.2927864.png,4,9,24,0,8,9,24,0,1
output/screenshots\1718765338.971708.png,4,8,24,0,7,8,24,0,1
output/screenshots\1718765339.6503642.png,4,9,24,0,5,9,24,0,1
output/screenshots\1718765340.3279154.png,4,9,24,0,4,9,24,0,1
output/screenshots\1718765341.0046153.png,4,9,24,0,4,9,24,0,1
output/screenshots\1718765341.6725256.png,4,9,24,0,4,9,24,0,1
output/screenshots\1718765342.379284.png,4,9,24,0,6,9,24,0,1
output/screenshots\1718765343.131393.png,4,8,24,0,4,8,24,0,1
output/screenshots\1718765343.8813767.png,4,9,24,0,7,9,24,0,1
output/screenshots\1718765344.639976.png,4,8,24,0,6,8,24,0,1
output/screenshots\1718765345.4811828.png,4,8,25,0,5,8,25,0,1
output/screenshots\1718765346.1935785.png,4,8,25,0,3,8,25,0,1
output/screenshots\1718765346.8997858.png,4,9,25,0,3,9,25,0,1
output/screenshots\1718765347.5700262.png,4,9,25,0,3,9,25,0,1
output/screenshots\1718765348.2322989.png,4,7,25,0,3,7,25,0,1
output/screenshots\1718765348.9014292.png,4,7,25,0,3,7,25,0,1
output/screenshots\1718765349.5615487.png,4,7,25,0,3,7,25,0,1
output/screenshots\1718765350.2271276.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765350.8970287.png,5,6,25,0,3,6,25,0,1
output/screenshots\1718765351.5826597.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765352.2449865.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765352.8999486.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765353.5684528.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765354.254537.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765354.9177547.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765355.5792978.png,4,6,25,0,4,6,25,0,1
output/screenshots\1718765356.2520742.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765356.925843.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765357.61911.png,4,6,25,0,3,6,25,0,1
output/screenshots\1718765358.306844.png,3,5,15,0,3,5,15,0,1
output/screenshots\1718765358.9806323.png,3,4,18,0,3,4,18,0,1
output/screenshots\1718765359.6471345.png,3,4,18,0,3,4,18,0,1
output/screenshots\1718765360.388685.png,3,4,10,1,2,4,10,1,1
output/screenshots\1718765361.0871785.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765361.7463346.png,2,2,4,1,3,2,4,1,1
output/screenshots\1718765362.4261167.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765363.0757837.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765363.7296243.png,2,2,4,1,3,2,4,1,1
output/screenshots\1718765364.418197.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765365.0870557.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765365.8290682.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765366.5988452.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765367.3357642.png,2,2,4,1,2,2,4,1,1
output/screenshots\1718765368.0480604.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765368.724872.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765369.3901443.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765370.056067.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765370.7225077.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765371.3958843.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765372.0518644.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765372.7286453.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765373.3964355.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765374.0603635.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765374.7073145.png,2,3,4,1,2,3,4,1,1
output/screenshots\1718765375.404192.png,2,3,4,1,2,3,4,1,1
